
 Indiv Chain Sum of Exe. 
  chain 1  chain 2  chain 3  chain 4  chain 5 
    34.2     12.6      0.6      5.2      4.1 
     4.0      1.3     61.3     10.6      1.3 
     7.2     12.3      9.5     26.4     10.4 
     2.0      4.3     10.8      0.2     16.0 
    16.0      5.0      0.4      1.7      6.1 
     5.3      6.1     24.0     58.8      4.4 
     2.0      5.4     16.3      8.8     10.7 
    21.1      0.9     10.1      7.8     21.6 
     6.6     13.6     20.2     32.9      4.2 
     1.5      0.9      0.9      7.8     13.2 
     0.1     42.1      0.4      7.4      0.4 
     0.4     20.4     11.0      0.6      0.8 
     2.5      0.1     36.4      2.9      2.4 
    25.3     12.8     37.6      2.8     14.5 
    20.3      2.8      6.1     12.4     14.3 
     2.4      2.8      0.4      4.7     46.7 
     2.7      4.7      1.1      0.2      5.6 
     8.7      0.5      2.4     37.3      7.3 
     8.8      0.7      1.2      0.2     15.6 
     0.3     11.2      0.4     23.6      1.2 
     5.6     34.7     24.7      9.2      7.1 
     0.9     22.8     10.5      0.5      0.7 
    31.6      5.0      7.4     16.5     18.3 
    26.3      6.9      1.7      0.2      8.7 
    17.8      2.1      0.5     84.9      5.0 
     2.7     10.3      6.7     24.1      6.9 
     0.1     12.3      0.8     28.2      0.9 
    17.9      0.8     30.4     13.8     18.4 
    32.8      5.6      4.4      3.0      9.2 
    15.9      0.4      3.5      2.3      6.1 
     0.1      0.8     66.5      1.4      7.4 
     9.3     10.0     45.4      0.4      7.4 
    18.5      1.0     12.4      3.9      1.2 
     6.4      1.8     32.4      4.1      3.1 
     1.0      0.9      4.9     23.8     14.8 
     2.8      5.2      6.7     58.3     11.3 
    27.9      1.7      4.3      4.9      9.5 
     7.9      7.0      2.0      7.9      3.3 
     9.6      0.4      0.3     45.4      4.8 
     3.8     13.5      3.2      8.0      2.1 
     6.5      1.5      0.8      9.7      5.7 
     5.0      0.2      0.9     15.1     31.2 
     4.1      0.2      1.6     17.4      0.1 
     6.8      4.5     19.4      0.5      0.6 
     6.5      2.8      2.6      0.4      0.6 
    18.7      2.6     40.6      8.0      8.7 
     8.3     23.0      1.4     76.2      2.4 
     3.0      8.5     25.4      0.7      4.0 
    25.2     15.9      1.5     17.0     36.1 
     8.8      5.1      9.0      4.2      0.9 
     3.8      5.4      1.7     10.7      1.3 
     0.4     10.4      0.8      1.5      0.8 
    13.9      5.7     13.1      8.4      8.4 
     1.0      9.5      8.6      7.8      0.7 
     1.8      9.4     13.8     21.7      8.2 
    12.6      4.8     18.3     30.7     57.5 
     1.6      2.9     28.5     36.3      1.0 
     1.4      3.2      5.8     30.6      0.6 
    25.7      1.7      0.2      1.5      0.6 
     2.5     18.9      1.4     24.0      4.0 
     0.2      8.8      0.6      1.3     21.2 
    10.1      2.7     49.2      1.5      0.1 
    44.0      0.4     18.7     67.5     10.0 
    22.1      1.0     28.7      0.5      2.3 
     5.3      0.1      2.5      0.4      1.3 
     1.2      7.0     10.0     54.0      4.6 
     0.8      3.1     48.7     29.6      3.1 
     3.5      9.3      0.6     22.1     27.1 
     0.8      6.3     39.7      0.3      0.4 
     1.5      0.1     10.1      2.1      8.4 
    37.9     51.0     20.1     28.3      6.6 
    13.9      2.4     32.6      2.3     20.5 
     2.0      6.9      1.4      6.0      4.4 
     6.2      3.2      8.9      3.7     27.5 
     2.6      0.0      6.2     24.3     27.1 
     4.6      9.5      0.7     48.5     11.2 
    40.7     30.9      4.8      3.9      0.1 
     2.4      0.3      5.1      1.8      1.1 
     1.9      6.9      7.0      2.5     12.2 
     6.3      4.5      0.7      5.9     31.0 
     4.7      0.6     55.8      3.1      0.6 
     1.0      8.2     29.7      3.5      3.2 
    20.4      1.9      4.2     47.1      0.4 
    11.1      2.3     67.6      3.2      1.1 
     6.3     43.7     19.9      0.3      5.2 
     5.5     40.3      0.7     27.4      7.1 
     0.5      0.4      2.4     44.5      0.1 
    34.9     31.9     10.0     26.4      3.6 
    15.7      4.4      4.1      0.1      5.3 
    14.2      0.0      0.3      1.7      2.2 
     0.1     13.3      0.5     25.5     75.1 
     0.9      1.8      7.7      0.1      3.8 
    19.4     19.3      0.3      4.7      6.9 
     0.2     13.0      0.8      0.4      0.9 
     0.1      0.6      4.5     18.9     22.0 
    13.6     11.3     24.6      0.2     17.2 
    14.8     40.6     10.1      0.3     12.1 
     0.3      2.9     31.1      1.0      1.0 
     1.2     40.3      4.6      2.9      0.4 
     5.5     10.6      3.4      4.6      0.1 
     2.4      2.7      1.2     12.8      2.3 
    27.0      3.9     10.3      0.7      5.3 
     0.9      1.4      1.2     29.0      2.0 
    21.2      0.4     12.8      0.9      4.0 
     2.5      4.5      0.3     37.1      0.3 
     0.4      2.1      6.3      3.4     29.1 
     3.6      3.7      4.9      8.9      8.0 
     0.4      4.3      3.4      0.6      9.8 
     1.5      2.5      0.8      0.1      1.1 
    39.5      2.5      6.7      5.3      8.6 
     1.7      6.3      5.9     82.9      2.2 
    10.0      8.6      5.3      1.7      2.5 
    12.0      1.5      0.2     16.2      1.0 
     9.7      0.1     24.9      4.2      0.1 
    16.1     15.9     45.5     14.5      0.1 
    66.5      0.7     23.8     12.0     17.4 
    45.4     10.4      1.7      0.3     12.9 
     0.3     52.7      4.0      3.2      1.0 
     0.6      2.5      6.3      6.5     48.5 
     0.3      0.2     18.9      0.6     67.4 
     5.4      5.1      6.9     35.9     15.3 
    42.1      0.2     22.0      0.8     19.1 
    80.7     17.6      0.6     13.3      1.2 
     2.2     11.6     60.0      0.6      4.3 
     4.6      8.2      1.8      6.2      3.1 
     0.8      8.4      0.1      0.2      2.8 
     0.2      2.1      3.4      1.6      0.4 
    40.4      5.7      1.9      2.5      4.0 
     9.4      1.8     23.6      3.4      9.6 
    12.1     25.9     37.8     19.1      2.5 
    25.4      0.3     11.6      4.1      0.4 
     1.5      6.0      0.8      0.4     17.6 
     0.5      1.8     45.4      0.7     33.2 
     0.1     26.0      5.7     13.4      5.3 
     6.5     17.5     14.4      0.7     23.4 
     0.8     16.9      2.3      2.4      3.2 
     5.9      0.5      3.4     51.3     60.5 
    26.0      0.5      1.0      0.1      0.5 
     5.5      8.3     15.2     11.4      0.7 
    11.6     15.1     20.9      0.4     14.2 
    40.5     24.9      4.1     11.8      9.4 
     0.5      3.7      0.4      8.2      8.5 
     3.6     11.1      3.7      4.4     22.5 
     6.7      1.8      0.3      3.3      1.1 
     1.3      2.2     19.5      0.8     10.2 
     5.3      0.2      0.3      8.2     12.9 
     4.5      0.1     34.6     25.9     21.9 
    40.4      0.7      8.6      5.6      1.9 
     2.1     16.1     87.9      0.5      1.6 
     6.0      1.6      1.6     23.6      3.2 
     0.9      5.1      7.6     39.0      4.8 
     0.5      6.5      1.8      6.3     10.2 
     5.9      2.5      1.6     21.2     15.8 
     1.2      1.4      4.9      7.9      6.1 
    78.9     16.0     18.9      6.8     22.1 
    14.4      9.0      0.3      3.3      7.5 
    39.9      4.9      9.4     14.1      9.5 
     6.9     33.0      4.3     11.6     14.2 
     3.8      4.7      0.0      4.8     12.1 
     5.8      5.2      1.3     30.8      6.9 
     2.6      1.2     22.0     18.0     17.9 
     0.2      0.8     20.6     10.4      0.3 
     5.7      0.4      1.3     15.3     41.4 
     4.6     12.8     31.8     11.0      3.4 
     0.7     10.4     14.4      1.6     59.7 
     0.2      0.1      8.4      0.3      2.2 
    19.8      1.4     21.1      2.5     25.6 
    27.9     35.9      5.1      5.7      0.2 
    11.0     50.8      3.1     26.2      6.6 
    26.2     17.4      3.0      2.3     12.7 
     1.0     35.1      1.4      0.0      0.2 
     5.2      2.2      0.5      6.6      5.4 
     1.6      9.5      8.9     53.5     18.0 
    11.4      2.7      1.9     27.6     39.2 
     5.6     51.3      0.3      9.1     21.1 
     0.2      5.5      4.4      2.3      9.1 
     4.6      2.7      2.5     20.5      4.3 
    25.6     30.3     11.0      0.1      0.4 
     1.7     23.0      4.4     14.4      0.7 
    50.9      3.0      0.2     13.8      0.6 
    11.0     23.6      3.6      0.1     11.7 
     5.2      5.0      3.6      2.4     14.6 
     3.4      0.2      5.1      0.3      0.1 
     0.8      3.4     18.0      3.3      1.2 
    31.3     38.6      0.5     15.6     89.2 
     8.4     51.1     41.7      1.1      4.8 
     0.8      6.4      2.5      3.6     19.7 
    20.2      1.4     23.0      2.7      1.9 
     0.0      2.2     20.7      0.4      3.8 
     8.6      2.5      3.7      7.4     10.3 
    27.2     12.6      1.0      0.3      7.5 
    37.1      9.9      5.0      1.9      2.2 
    12.2      2.9      0.7      1.6     17.2 
    16.9     11.4     29.7     12.5     13.6 
    26.1      0.3     35.3     31.9     34.2 
     5.4     19.2      3.2     14.7      0.3 
    21.8     11.6      0.9      1.7      7.4 
     9.4      7.5      3.6      6.7      1.4 
    11.3      5.5      0.0      0.2      0.4 
     0.6      0.1      3.0      4.0     31.4 
    21.4      1.9     16.5      5.3      1.2 
     3.8     39.6      4.7     14.5      2.4 
    22.7     24.3      1.4      2.7      3.3 
     6.0      1.3      0.2      6.8      1.4 
    18.5     44.7      7.1     26.8     18.0 
    16.7      4.2     34.3      1.0     37.1 
     1.4      3.1     43.1     17.8      0.2 
     1.2     13.0      0.4     34.8      1.0 
     9.8     50.5      0.4      1.9     36.0 
    18.0      3.6      0.3      2.5     60.7 
    11.1     19.4      4.3      0.1      1.7 
     5.0     26.9      0.2      2.1      1.9 
    16.4      1.2      1.7     17.4      1.2 
     3.6     52.7     59.4      5.5     15.3 
     9.4     88.0     33.5      8.1     18.2 
     0.5      1.0      0.2      3.6      4.2 
     0.3      0.4      5.5     38.5      4.2 
    17.1     34.6      0.3      4.0     15.9 
    15.9      0.5      6.1     10.9      0.1 
     0.8      7.2      2.2     19.7     12.8 
     8.2      1.6      0.4      8.3     24.7 
    16.1     36.4      1.4     11.1     55.5 
     1.1      0.7      3.0      0.4      0.7 
    39.8      3.3      3.3     22.6      0.3 
     4.0     17.5      3.8     37.2      4.9 
     4.5      9.5     17.5     10.4      2.6 
     0.4      0.0      3.3     19.1     38.5 
    27.7     35.5      0.5      1.6      2.8 
    10.0     11.4     22.9     24.6     34.0 
     0.6     19.1      3.7      0.8      4.8 
     0.2      7.0      0.7     35.6      3.9 
    12.7      6.4      0.7      4.7      0.1 
    24.4      1.9      0.2     32.3     23.0 
     5.6      1.1     11.7     15.7      1.6 
    13.1      3.0     22.3      8.6     12.5 
    17.9     12.3      5.6      0.7      1.3 
     6.9     40.2      0.5      0.6      3.0 
     3.5      7.1     68.6     10.5      8.8 
    36.5      2.0     13.4      0.5     18.7 
     7.9     34.5     11.5      6.3      3.7 
     6.8     55.7      0.3      9.3      2.2 
     6.6     51.2      4.3      1.4      2.6 
     2.1      0.1      1.6     30.2     22.8 
     5.1      8.7     68.3      4.5      7.2 
     0.5      4.8      0.8      1.9      2.9 
    26.2      0.2     37.7     43.6      0.2 
     6.2      1.1      2.0      0.3     32.6 
    10.5      2.3      1.1      0.7      0.8 
     3.7     16.2     11.0     16.6      1.3 
    26.3      8.1      6.7      0.9      0.6 
    26.9     15.3      3.7     51.9      1.3 
     0.1     47.6      7.2     50.8      4.7 
    17.6      1.5      0.7     35.8     21.9 
     2.3     42.6      3.5      1.1      5.4 
     1.5     15.6      2.6      0.8      1.9 
     1.4     11.0      4.6      6.1     10.6 
     0.2      5.8     23.8      2.7      7.2 
     1.8      0.7     16.5      0.5     70.3 
     0.1      1.0      3.1      8.5     17.3 
    36.7      0.2     16.2     24.9      2.2 
     5.3     16.1      2.6      1.5      2.0 
    12.8     24.1     25.3      8.6      2.4 
     7.0     51.3      2.2      5.1      9.4 
    14.6     20.2     24.0     36.6      1.5 
     0.7      5.0      3.0      9.3      7.7 
     4.7     13.7      1.3      2.8      8.3 
    27.4      5.3      1.8     12.7      1.3 
     1.7      6.4     15.1     37.0     21.1 
     2.7     16.0     34.9      5.0     39.2 
     4.1      0.3      0.1     67.2      2.1 
     1.6      2.2      8.2      0.7      0.2 
    31.3     17.8      2.4      2.7      4.9 
     3.2     40.2      2.0     50.6      1.5 
    17.1     20.3      0.1      5.9      3.9 
     5.9     11.1     20.8      6.4      1.2 
    50.1      2.1      3.3      0.7      2.1 
     0.5      0.9      1.8     21.0     11.2 
    13.5     16.7      2.4     18.3     20.1 
     2.7      0.9      9.9      1.3     22.9 
     6.4      1.0     20.0     13.3      6.2 
     5.3      2.2      0.8     24.1      0.4 
     2.1     14.2     11.4      0.3     39.0 
     0.4      0.4      2.2     90.0      9.6 
    11.5      0.2     37.4      0.3      0.1 
    34.9      0.8     10.1     45.0      7.3 
    20.2     20.4      7.9     32.4      1.7 
     2.7      7.8     13.6     18.6      1.7 
    10.0      2.7     43.7      0.4      3.1 
     1.2      3.4     10.5      1.2      5.9 
    65.6      6.3      3.1      2.7     25.4 
     2.7     13.1      6.1      1.7     17.7 
     2.9      4.4      2.1      7.3      0.3 
    11.3      5.3      5.8     12.7      2.7 
    31.8      2.1      6.6      0.4      1.6 
     8.3      0.4      1.6      2.0     61.8 
     4.9     29.6      6.6     37.6      3.8 
    45.9      0.1     13.9     23.5     57.4 
    38.6     29.7     41.5      0.2     15.2 
     2.6      6.4      8.1      2.1     16.8 
    27.3     12.6      1.4      4.5      4.2 
    10.1      8.7     19.7      0.9     42.5 
    22.9      3.2     30.3      1.4     53.2 
     1.2      0.3      4.5      6.3      7.0 
    18.6      0.3      0.1      0.5      0.3 
    10.5      1.0      1.0     17.9      5.9 
     0.4      0.4      4.6      8.9     27.1 
     1.2     31.9      0.9      3.6      7.4 
    23.8      1.9     92.1      1.2      3.9 
    30.1      2.8     11.9      0.8      4.0 
    28.3      0.3      1.0      4.6      0.2 
     0.6     11.7      7.7      3.1      3.9 
     1.7      2.0      1.9      0.9     25.4 
    20.3      3.3     42.4     21.5     10.4 
     1.1      3.3      1.6      6.2      0.4 
     1.0     12.8      3.6     18.4      3.9 
    10.3      5.3      9.9     19.2      2.2 
     3.5     12.7      7.7     67.2      5.6 
    18.5      0.1     31.5     10.5      7.1 
     2.0      9.2     15.8      1.2      4.3 
     0.2      1.0      0.3     29.3      0.2 
    23.1      0.9      1.2      0.8      0.5 
    26.1      2.5      2.1      3.3      6.1 
     0.9     68.5      5.1      7.8      0.6 
    28.3     18.7      3.5      2.5     21.7 
     0.3      0.9      1.2      0.5      0.8 
     1.3     20.5     28.2      1.7      9.4 
     6.4      0.6     54.4      6.7     12.2 
     0.8     12.6      3.3      0.2      0.1 
     3.3      0.5     30.7      7.6     54.3 
    11.7     35.2      0.6      1.0      0.1 
    14.3      8.3     21.0      1.8     13.0 
    19.9      8.5      0.5      0.9      0.6 
     2.3      4.6      9.2      0.3      7.5 
     2.1     13.3      9.8     11.5     14.4 
    26.1      2.9      0.2      1.5      0.9 
     1.1      4.4      4.4      6.5      3.4 
     0.7      9.9      0.4      3.1      4.5 
     2.1     17.1      8.8      2.3      3.3 
     4.6     42.5      2.5     21.3      1.9 
    39.3      0.4      7.5     14.5      2.9 
    60.2     11.4     27.8      0.5     94.9 
    42.0     11.0      0.7     25.9      5.8 
    14.6      9.8      0.1      8.5     31.1 
     9.4     34.3      1.8     17.2     40.6 
     0.2      0.4      8.8      2.5      0.1 
     4.6      5.7      1.8      3.1      9.2 
    10.8     27.0      4.3      0.9      7.0 
     4.7      3.7      5.2      5.8      3.5 
